URLLength,DomainLength,TLD_known,CharContinuationRate,TLDLegitimateProb,URLCharProb,NoOfSubDomain,url_has_ip,url_has_shortener,url_suspicious_tld,url_dash_count,url_underscore_count,url_subdomain_count,url_path_depth,url_query_length,url_has_secure_words,url_has_banking_words,domain_entropy,domain_vowel_ratio,domain_digit_ratio,domain_has_brand_words,domain_consecutive_consonants,domain_typo_indicators,label
29,22,1,1,0.0799628,0.057511939,1,0,0,0,0,0,1,0,0,0,0,3.481714573,0.318181818,0,0,3,0,1
22,15,0,0.75,0.0230451,0.065671443,2,0,0,0,0,0,2,0,0,0,0,3.139572262,0.266666667,0,0,3,0,1
26,19,0,1,0.0022172,0.056753532,1,0,0,0,0,0,1,0,0,0,0,3.576617645,0.210526316,0,0,3,0,1
25,19,1,0.636363636,0.0799628,0.06185635,1,0,0,0,2,0,1,0,0,0,0,3.471354487,0.263157895,0,0,3,0,0
29,22,1,1,0.5229071,0.056826165,1,0,0,0,0,0,1,0,0,0,0,3.754441846,0.272727273,0,0,3,0,1
26,19,1,1,0.0384199,0.061713695,1,0,0,0,0,0,1,0,0,0,0,3.155565013,0.315789474,0,0,3,0,1
30,23,1,0.75,0.0045585,0.044313183,3,0,0,0,0,0,3,0,0,0,0,3.795088586,0.217391304,0.086956522,0,3,0,1
28,21,1,1,0.5229071,0.05747181,1,0,0,0,0,0,1,0,0,0,0,3.689703732,0.238095238,0,0,3,0,1
25,18,1,1,0.5229071,0.067668526,1,0,0,0,0,0,1,0,0,0,0,3.350209029,0.333333333,0,0,3,0,1
23,16,1,0.666666667,0.0101825,0.062382178,2,0,0,0,0,0,2,0,0,0,0,3.155639062,0.25,0,0,3,0,1
32,25,1,1,0.5229071,0.069864128,1,0,0,0,0,0,1,0,0,0,0,3.559079571,0.32,0,0,3,0,1
18,11,0,1,0.0002773,0.045282895,1,0,0,0,0,0,1,0,0,0,0,2.413088436,0.090909091,0,0,4,0,1
23,16,0,0.555555556,0.0005336,0.079855762,1,0,0,0,1,0,1,0,0,0,0,2.905639062,0.375,0,0,3,0,1
20,13,0,0.666666667,0.0230451,0.05050071,2,0,0,0,0,0,2,0,0,0,0,2.565448372,0.076923077,0,0,3,0,1
20,13,1,1,0.0799628,0.071638399,1,0,0,0,0,0,1,0,0,0,0,3.026986833,0.307692308,0,0,3,0,1
17,10,0,1,0.0009815,0.046064264,1,0,0,0,0,0,1,0,0,0,0,2.446439345,0,0,0,3,0,1
28,21,0,0.857142857,7.47E-05,0.045485325,2,0,0,0,0,0,2,0,0,0,0,3.332095399,0.333333333,0,0,3,0,1
24,17,0,1,0.0180132,0.064198413,1,0,0,0,0,0,1,0,0,0,0,3.292770194,0.294117647,0,0,3,0,1
19,12,0,1,0.0038776,0.058221549,1,0,0,0,0,0,1,0,0,0,0,2.855388542,0.25,0,0,3,0,1
18,11,0,1,1.89E-05,0.066368998,1,0,0,0,0,0,1,0,0,0,0,2.481714573,0.181818182,0,0,3,0,1
17,10,0,1,0.0015878,0.043376074,1,0,0,0,0,0,1,0,0,0,0,2.646439345,0.2,0,0,3,0,1
23,16,1,1,0.5229071,0.061811175,1,0,0,0,0,0,1,0,0,0,0,3.452819531,0.3125,0,0,3,0,1
19,13,0,1,0.0180132,0.047264532,1,0,0,0,0,0,1,0,0,0,0,3.180832987,0.153846154,0.076923077,0,3,0,0
30,23,1,1,0.5229071,0.062318102,1,0,0,0,0,0,1,0,0,0,0,3.675310869,0.347826087,0,0,3,0,1
26,19,1,1,0.5229071,0.062873769,1,0,0,0,0,0,1,0,0,0,0,3.576617645,0.263157895,0,0,3,0,1
21,15,0,1,0.0001858,0.060974244,1,0,0,1,0,0,1,0,0,0,0,3.323231429,0.2,0,0,3,0,0
18,11,1,1,0.0799628,0.053964588,1,0,0,0,0,0,1,0,0,0,0,2.845350937,0.090909091,0,0,3,0,1
29,22,1,1,0.5229071,0.058651533,1,0,0,0,0,0,1,0,0,0,0,3.697845823,0.272727273,0,0,3,0,1
27,20,1,1,0.5229071,0.068599715,1,0,0,0,0,0,1,0,0,0,0,3.346439345,0.25,0,0,3,0,1
20,13,1,1,0.5229071,0.058911228,1,0,0,1,0,0,1,0,0,0,0,3.026986833,0.153846154,0,0,3,0,1
25,18,1,1,0.5229071,0.056123891,1,0,0,0,0,0,1,0,0,0,0,3.419381946,0.277777778,0,0,3,0,1
30,23,1,0.875,0.028555,0.060278898,2,0,0,0,0,0,2,0,0,0,0,3.555533151,0.304347826,0,0,3,0,1
32,25,1,1,0.5229071,0.060452275,1,0,0,0,0,0,1,0,0,0,0,3.68385619,0.32,0,0,3,0,1
28,21,0,0.785714286,0.0094423,0.062835638,2,0,0,0,0,0,2,0,0,0,0,3.39138647,0.238095238,0,0,3,0,1
24,17,1,0.7,0.0100856,0.052082454,2,0,0,0,0,0,2,0,0,0,0,3.292770194,0.235294118,0,0,4,0,1
24,17,1,1,0.0799628,0.065449513,1,0,0,0,0,0,1,0,0,0,0,3.572469459,0.235294118,0,0,3,0,1
34,17,0,0.538461538,0.0002752,0.04739868,1,0,0,0,0,0,1,2,0,0,0,3.616874606,0.176470588,0.058823529,0,5,0,0
21,14,1,1,0.5229071,0.061262673,1,0,0,0,0,0,1,0,0,0,0,3.182005815,0.285714286,0,0,3,0,1
20,13,0,1,0.0009815,0.047579575,1,0,0,0,0,0,1,0,0,0,0,3.026986833,0.230769231,0,0,3,0,1
71,25,0,0.5,0.0180132,0.047171941,2,0,0,0,2,1,5,2,0,1,0,3.75326969,0.28,0.04,0,3,0,0
50,41,1,0.552631579,0.0059772,0.036140724,2,0,0,0,2,0,2,1,0,0,0,4.369031882,0.195121951,0.341463415,0,3,0,0
24,18,0,0.7,0.0017496,0.04278524,1,0,0,0,1,0,1,0,0,0,0,3.46132014,0.166666667,0,0,3,0,0
33,26,1,1,0.5229071,0.075995506,1,0,1,0,0,0,1,0,0,0,0,3.320658834,0.346153846,0,0,3,0,1
21,14,1,0.833333333,0.5229071,0.055597011,1,0,0,0,0,0,1,0,0,0,0,2.896291529,0.142857143,0.142857143,0,3,0,1
20,13,0,1,0.0036307,0.058365048,1,0,0,0,0,0,1,0,0,0,0,3.026986833,0.230769231,0,0,3,0,1
37,28,1,0.625,0.5229071,0.041463159,1,0,0,0,0,0,1,1,0,0,0,4.137537511,0.178571429,0.107142857,0,5,0,0
34,28,1,1,0.5229071,0.066325837,1,0,0,0,0,0,1,0,0,0,0,3.386839297,0.285714286,0,0,3,0,0
24,17,1,1,0.5229071,0.063181582,1,0,0,0,0,0,1,0,0,0,0,3.4548224,0.294117647,0,0,3,0,1
26,19,1,1,0.5229071,0.056042396,1,0,0,0,0,0,1,0,0,0,0,3.576617645,0.263157895,0,0,3,0,1
27,21,1,0.846153846,0.5229071,0.061128395,2,0,0,0,0,0,2,0,0,0,0,3.558518613,0.238095238,0,0,4,0,0
30,23,1,1,0.5229071,0.058642865,1,0,0,0,0,0,1,0,0,0,0,3.729446195,0.260869565,0,0,3,0,1
21,14,0,0.571428571,0.0013543,0.049342936,2,0,0,0,0,0,2,0,0,0,0,2.896291529,0.142857143,0,0,3,0,1
40,32,1,0.607142857,0.5229071,0.034957577,1,0,0,0,2,0,1,1,0,0,0,4.155639062,0.1875,0.375,0,4,0,0
24,18,1,1,0.5229071,0.062837617,1,0,0,0,0,0,1,0,0,0,0,3.350209029,0.222222222,0,0,5,0,0
30,23,1,0.8,0.0115013,0.061429214,2,0,0,0,0,0,2,0,0,0,0,3.46857663,0.260869565,0,0,3,0,1
31,24,0,0.823529412,0.0094423,0.066214013,2,0,0,0,0,0,2,0,0,0,0,3.490601563,0.291666667,0,0,3,0,1
37,29,1,0.56,0.5229071,0.05548924,1,0,0,0,0,0,1,1,0,0,0,3.741962789,0.310344828,0.034482759,0,4,0,0
26,19,1,1,0.5229071,0.060833085,1,0,1,0,0,0,1,0,0,0,0,3.681880803,0.210526316,0,0,3,0,1
20,13,0,1,0.0002773,0.058359761,1,0,0,0,0,0,1,0,0,0,0,3.180832987,0.153846154,0,0,4,0,1
27,20,1,0.692307692,0.0101825,0.065865433,2,0,0,0,0,0,2,0,0,0,0,3.170950594,0.3,0,0,3,0,1
29,22,1,0.571428571,0.0799628,0.066368057,1,0,0,0,1,0,1,0,0,0,0,3.663532755,0.272727273,0,0,3,0,1
30,23,1,1,0.5229071,0.063753282,1,0,0,0,0,0,1,0,0,0,0,3.290321609,0.260869565,0,0,3,0,1
30,23,0,0.75,0.0019933,0.052377183,2,0,0,0,0,0,2,0,0,0,0,3.762267391,0.173913043,0,0,4,0,1
36,29,1,1,0.5229071,0.061603049,1,0,1,0,0,0,1,0,0,0,0,3.650410305,0.310344828,0,0,4,0,1
29,22,0,1,0.0015878,0.055112989,1,0,0,0,0,0,1,0,0,0,0,3.663532755,0.318181818,0,0,4,0,1
22,16,1,0.571428571,0.0075051,0.055262236,1,0,0,0,1,0,1,0,0,0,0,3.452819531,0.375,0,0,3,0,0
21,14,0,0.571428571,0.0023289,0.049751299,2,0,0,0,0,0,2,0,0,0,0,2.842370993,0.357142857,0,0,3,0,1
25,18,0,0.727272727,3.52E-05,0.062040926,2,0,0,0,0,0,2,0,0,0,0,3.155221529,0.277777778,0,0,3,0,1
21,14,1,0.666666667,0.5229071,0.057832438,1,0,0,0,1,0,1,0,0,0,0,3.182005815,0.142857143,0,0,3,0,1
54,47,1,0.318181818,0.0059772,0.01938928,2,0,0,0,4,0,2,0,0,0,0,4.23811432,0.085106383,0.489361702,0,2,0,0
32,25,1,0.588235294,0.0033282,0.058910197,3,0,0,0,0,0,3,0,0,0,0,3.403074189,0.2,0,0,3,0,1
39,5,0,1,5.02E-05,0.058005521,0,0,0,0,0,0,0,1,0,0,0,2.321928095,0.2,0,0,2,0,0
30,23,1,1,0.0799628,0.06324039,1,0,0,0,0,0,1,0,0,0,0,3.518369979,0.347826087,0,0,3,0,1
19,13,1,1,0.0059772,0.045520289,1,0,0,0,0,0,1,0,0,0,0,2.931208949,0.230769231,0,0,3,0,0
33,26,1,1,0.5229071,0.06260586,1,0,0,0,0,0,1,0,0,0,0,3.565448372,0.307692308,0,0,3,0,1
35,27,0,0.4,0.0033218,0.062652361,2,0,0,0,1,0,2,1,0,0,0,3.574357762,0.185185185,0,0,3,0,0
34,25,1,0.80952381,0.5229071,0.045746517,1,0,0,0,1,0,1,1,0,0,0,4.13366069,0.28,0.24,0,4,0,0
29,22,1,1,0.5229071,0.060585257,1,0,0,0,0,0,1,0,0,0,0,3.516027641,0.272727273,0,0,3,0,1
28,21,1,1,0.5229071,0.058126244,1,0,1,0,0,0,1,0,0,0,0,3.748994804,0.238095238,0,0,3,0,1
19,12,1,1,0.0045585,0.057639553,1,0,0,0,0,0,1,0,0,0,0,2.584962501,0.166666667,0,0,3,0,1
25,18,1,1,0.5229071,0.05055407,1,0,0,0,0,0,1,0,0,0,0,3.572431251,0.222222222,0,0,3,0,1
34,28,0,0.428571429,0.0005524,0.063615154,2,0,0,0,2,0,2,0,0,0,0,3.69951385,0.25,0.035714286,0,3,0,0
21,14,1,1,0.5229071,0.056541479,1,0,0,0,0,0,1,0,0,0,0,2.842370993,0.214285714,0.142857143,0,3,0,1
25,18,1,1,0.5229071,0.061275078,1,0,0,0,0,0,1,0,0,0,0,3.308270835,0.277777778,0,0,3,0,1
30,23,1,1,0.5229071,0.071030709,1,0,0,0,0,0,1,0,0,0,0,3.46857663,0.347826087,0,0,3,0,1
27,20,1,0.666666667,0.0799628,0.060201054,1,0,0,0,1,0,1,0,0,0,0,3.68418372,0.2,0,0,3,0,1
26,19,1,1,0.5229071,0.065292685,1,0,0,0,0,0,1,0,0,0,0,3.576617645,0.263157895,0,0,3,0,1
22,15,1,1,0.0799628,0.072254956,1,0,0,0,0,0,1,0,0,0,0,3.189898095,0.266666667,0,0,3,0,1
34,27,1,1,0.5229071,0.055707257,1,0,0,0,0,0,1,0,0,0,0,3.810081021,0.259259259,0,0,3,0,1
31,24,1,1,0.5229071,0.060766462,1,0,0,0,0,0,1,0,0,0,0,3.605388542,0.291666667,0,0,3,0,1
22,15,1,0.625,0.0100856,0.060384203,2,0,0,0,0,0,2,0,0,0,0,3.272905595,0.2,0,0,4,0,1
34,21,1,0.764705882,0.0384199,0.052770975,1,0,0,0,1,0,1,1,0,0,0,3.748994804,0.285714286,0.19047619,0,2,0,0
35,28,1,1,0.5229071,0.05657647,1,0,0,0,0,0,1,0,0,0,0,3.878783493,0.25,0,0,3,0,1
35,28,1,0.5,0.0033282,0.060205404,3,0,0,0,0,0,3,0,0,0,0,3.682005815,0.25,0,0,3,0,1
30,23,1,1,0.0799628,0.068862248,1,0,0,0,0,0,1,0,0,0,0,3.588354347,0.347826087,0,0,3,0,1
28,21,1,1,0.5229071,0.066272303,1,0,0,0,0,0,1,0,0,0,0,3.522571589,0.238095238,0,0,3,0,1
35,26,1,0.772727273,0.5229071,0.044619369,1,0,0,0,1,0,1,1,0,0,0,4.209867122,0.269230769,0.230769231,0,4,0,0
159,19,1,0.6875,0.0059772,0.046850736,1,0,0,0,11,0,3,4,0,1,0,3.681880803,0.421052632,0,0,2,0,0
25,18,1,1,0.5229071,0.054590683,1,0,0,0,0,0,1,0,0,0,0,3.683542362,0.277777778,0,0,3,0,1
69,18,1,1,0.0384199,0.046812537,0,0,0,0,1,2,0,1,42,0,0,3.26633264,0.388888889,0,0,2,0,0
23,16,1,1,0.0059772,0.058294954,1,0,0,0,0,0,1,0,0,0,0,3.202819531,0.25,0,0,3,0,1
36,27,1,0.608695652,0.5229071,0.057043539,1,0,0,0,0,0,1,1,0,0,0,3.810081021,0.37037037,0.074074074,0,2,0,0
20,14,0,1,0.0001858,0.060632196,1,0,0,1,0,0,1,0,0,0,0,3.182005815,0.142857143,0,0,3,0,0
23,16,1,1,0.5229071,0.064594163,1,0,0,0,0,0,1,0,0,0,0,3.327819531,0.25,0,0,3,0,1
19,12,1,1,0.0799628,0.058214986,1,0,0,0,0,0,1,0,0,0,0,2.284159128,0.25,0,0,3,0,1
23,17,1,1,0.5229071,0.037796521,1,0,0,0,0,0,1,0,0,0,0,3.4548224,0.117647059,0.176470588,0,3,0,0
30,23,1,1,0.5229071,0.060310943,1,0,0,0,0,0,1,0,0,0,0,3.621175543,0.347826087,0,0,3,0,1
31,24,1,1,0.5229071,0.058048128,1,0,0,0,0,0,1,0,0,0,0,3.740601563,0.25,0,0,6,0,1
25,18,0,0.727272727,8.21E-05,0.066469062,2,0,0,0,0,0,2,0,0,0,0,2.974937501,0.333333333,0,0,3,0,1
28,21,1,1,0.0799628,0.058104664,1,0,0,0,0,0,1,0,0,0,0,3.689703732,0.238095238,0,0,3,0,1
23,17,1,1,0.5229071,0.067564456,1,0,0,0,0,0,1,0,0,0,0,3.292770194,0.294117647,0,0,3,0,0
30,24,1,1,0.5229071,0.05807383,1,0,0,0,0,0,1,0,0,0,0,3.605388542,0.375,0,0,3,0,0
25,18,1,1,0.5229071,0.064489434,1,0,0,0,0,0,1,0,0,0,0,3.572431251,0.277777778,0,0,3,0,1
31,24,1,1,0.5229071,0.062628519,1,0,1,0,0,0,1,0,0,0,0,3.65726823,0.25,0,0,3,0,1
29,22,1,0.571428571,0.0799628,0.062186601,1,0,0,0,1,0,1,0,0,0,0,3.788754914,0.227272727,0,0,3,0,1
34,28,1,1,0.0799628,0.049655025,1,0,0,0,0,0,1,0,0,0,0,3.423251797,0.321428571,0,0,3,0,0
23,16,0,1,0.0082003,0.061115394,1,0,0,0,0,0,1,0,0,0,0,3.155639062,0.25,0,0,3,0,1
27,20,1,1,0.5229071,0.058389948,1,0,0,0,0,0,1,0,0,0,0,3.58418372,0.25,0,0,3,0,1
19,13,0,1,0.0001858,0.04898437,1,0,0,1,0,0,1,0,0,0,0,3.026986833,0.153846154,0,0,3,0,0
25,18,1,1,0.5229071,0.069008892,1,0,0,0,0,0,1,0,0,0,0,3.419381946,0.388888889,0,0,3,0,1
35,27,1,0.739130435,0.5229071,0.04590044,1,0,0,0,1,0,1,1,0,0,0,4.180451391,0.296296296,0.222222222,0,4,0,0
19,12,0,0.6,0.001523,0.052011844,1,0,0,0,0,0,1,0,0,0,0,2.855388542,0.25,0.083333333,0,3,0,1
22,16,1,1,0.0384199,0.047545416,1,0,0,0,0,0,1,0,0,0,0,3.155639062,0.0625,0,0,8,0,0
22,15,1,1,0.0799628,0.05585889,1,0,0,0,0,0,1,0,0,0,0,3.323231429,0.266666667,0,0,3,0,1
55,49,1,0.463414634,0.5229071,0.040945941,4,0,0,0,2,0,4,0,0,0,0,4.581461059,0.204081633,0.204081633,0,5,0,0
29,22,1,1,0.5229071,0.059419011,1,0,0,0,0,0,1,0,0,0,0,3.663532755,0.272727273,0,0,3,0,1
30,23,1,1,0.5229071,0.057456525,1,0,0,0,0,0,1,0,0,0,0,3.447262499,0.347826087,0,0,3,0,1
20,13,1,1,0.0326503,0.042748897,1,0,0,0,0,0,1,0,0,0,0,3.026986833,0.153846154,0.076923077,0,3,0,1
31,22,0,0.777777778,0.001502,0.052203443,1,0,0,0,1,0,1,1,0,0,0,3.879664005,0.363636364,0.045454545,0,2,0,0
24,17,1,0.8,0.028555,0.067511831,2,0,0,0,0,0,2,0,0,0,0,3.175123135,0.294117647,0,0,3,0,1
39,31,1,0.444444444,0.5229071,0.062432833,1,0,0,0,1,0,1,1,0,0,0,3.768554778,0.419354839,0,0,2,0,0
27,20,1,0.846153846,0.028555,0.062401598,2,0,1,0,0,0,2,0,0,0,0,3.446439345,0.25,0,0,3,0,1
27,20,1,1,0.5229071,0.065357019,1,0,0,0,0,0,1,0,0,0,0,3.30869497,0.25,0,0,3,0,1
368,19,0,0.384615385,0.0001819,0.037039884,2,0,0,0,21,1,4,2,318,0,0,3.536886724,0.157894737,0.052631579,0,3,0,0
26,19,1,1,0.0799628,0.067239885,1,0,0,0,0,0,1,0,0,0,0,3.471354487,0.315789474,0,0,3,0,1
28,21,1,1,0.0799628,0.062491,1,0,0,0,0,0,1,0,0,0,0,3.522571589,0.238095238,0,0,3,0,1
37,30,1,1,0.5229071,0.061226865,1,0,0,0,0,0,1,0,0,0,0,3.914409345,0.333333333,0,0,4,0,1
29,22,1,0.733333333,0.0045585,0.040613493,3,0,0,0,0,0,3,0,0,0,0,3.606936732,0.136363636,0.090909091,0,3,0,1
22,15,1,1,0.5229071,0.060921869,1,0,0,0,0,0,1,0,0,0,0,3.323231429,0.2,0,0,3,0,1
37,30,1,1,0.5229071,0.062349449,1,0,0,0,0,0,1,0,0,0,0,3.948394346,0.366666667,0,0,3,0,1
32,25,1,1,0.5229071,0.062028843,1,0,0,0,0,0,1,0,0,0,0,3.70346519,0.24,0,0,4,0,1
24,18,0,1,0.0002752,0.051289758,0,0,0,0,0,0,0,0,0,0,0,3.572431251,0.333333333,0,0,3,0,0
120,11,1,1,0.5229071,0.044275045,0,0,0,0,1,0,6,9,0,0,0,2.845350937,0.090909091,0.636363636,0,1,0,0
30,23,1,1,0.5229071,0.069873731,1,0,0,0,0,0,1,0,0,0,0,3.46857663,0.260869565,0,0,3,0,1
28,21,1,1,0.5229071,0.064397086,1,0,0,0,0,0,1,0,0,0,0,3.630412661,0.285714286,0,0,3,0,1
29,20,0,0.625,0.001502,0.037579935,1,0,0,0,1,0,1,1,0,0,0,4.021928095,0.2,0.2,0,2,0,0
42,33,0,0.689655172,0.001502,0.035962825,1,0,0,0,2,0,1,1,0,0,0,4.233639953,0.272727273,0.272727273,0,2,0,0
31,24,0,0.705882353,0.0038776,0.058933115,1,0,0,0,1,0,1,0,0,0,0,3.501629167,0.291666667,0,0,3,0,1
21,14,1,1,0.0326503,0.046677587,1,0,0,0,0,0,1,0,0,0,0,3.182005815,0.285714286,0,0,3,0,1
19,12,1,1,0.0799628,0.055819746,1,0,0,0,0,0,1,0,0,0,0,2.751629167,0.25,0,0,3,0,1
18,11,0,1,0.0069695,0.04228876,1,0,0,0,0,0,1,0,0,0,0,2.845350937,0.090909091,0,0,3,0,1
62,23,0,0.666666667,0.0006227,0.027669624,1,0,0,0,0,0,1,2,19,0,0,3.816402717,0.304347826,0.043478261,0,5,0,0
25,6,0,1,0.0129268,0.035894327,0,0,0,0,0,0,0,1,0,0,0,2.584962501,0.333333333,0,0,3,0,0
20,13,1,1,0.0799628,0.064527815,1,0,0,0,0,0,1,0,0,0,0,3.180832987,0.153846154,0,0,4,0,1
32,25,1,0.588235294,0.0115013,0.053720503,2,0,0,0,0,0,2,0,0,0,0,3.723074189,0.28,0,0,3,0,1
79,14,0,0.727272727,0.0180132,0.033905995,1,0,0,0,0,1,2,2,30,0,0,3.521640636,0.071428571,0.428571429,0,2,0,0
21,14,1,1,0.0799628,0.065513628,1,0,0,0,0,0,1,0,0,0,0,3.182005815,0.357142857,0,0,3,0,1
28,22,1,0.785714286,0.5229071,0.058839826,2,0,0,0,0,0,2,0,0,0,0,3.390805482,0.318181818,0,0,3,0,0
27,20,1,1,0.5229071,0.060914564,1,0,0,0,0,0,1,0,0,0,0,3.48418372,0.3,0.05,0,3,0,1
35,27,1,0.739130435,0.5229071,0.04596566,1,0,0,0,1,0,1,1,0,0,0,4.07841852,0.296296296,0.222222222,0,4,0,0
29,22,1,0.428571429,0.5229071,0.056540421,1,0,0,0,2,0,1,0,0,0,0,3.823067982,0.181818182,0,0,3,0,1
59,25,1,0.636363636,0.028555,0.038330753,2,0,0,0,0,0,3,1,26,0,0,4.02346519,0.24,0.16,0,4,0,0
30,23,1,1,0.0799628,0.063893683,1,0,0,0,0,0,1,0,0,0,0,3.762267391,0.347826087,0,0,3,0,1
31,24,1,0.75,0.0115013,0.052488494,2,0,0,0,0,0,2,0,0,0,0,3.511027604,0.291666667,0,0,3,0,1
20,14,0,1,0.0001858,0.054094204,1,0,0,1,0,0,1,0,0,0,0,3.093069208,0.142857143,0,0,3,0,0
90,19,1,0.6875,0.0059772,0.040634936,1,0,0,0,5,0,2,3,0,0,1,3.681880803,0.421052632,0,0,2,0,0
19,12,1,1,0.0799628,0.06408347,1,0,0,0,0,0,1,0,0,0,0,2.855388542,0.25,0,0,3,0,1
42,32,0,0.428571429,0.001502,0.045783229,1,0,0,0,3,0,1,2,0,0,0,3.843139062,0.28125,0.09375,0,2,0,0
56,47,1,0.204545455,0.0059772,0.025201709,2,0,0,0,4,0,2,1,0,0,0,4.076207076,0.085106383,0.425531915,0,2,0,0
27,20,1,1,0.5229071,0.058829185,1,0,0,0,0,0,1,0,0,0,0,3.58418372,0.3,0,0,3,0,1
26,20,1,1,0.5229071,0.06239305,1,0,0,0,0,0,1,0,0,0,0,3.646439345,0.25,0,0,3,0,0
23,16,1,1,0.0384199,0.05645485,1,0,0,0,0,0,1,0,0,0,0,3.125,0.1875,0,0,3,0,0
30,23,1,1,0.0799628,0.058688595,1,0,0,0,0,0,1,0,0,0,0,3.795088586,0.304347826,0,0,3,0,1
34,25,1,0.80952381,0.5229071,0.045684373,1,0,0,0,1,0,1,1,0,0,0,4.05366069,0.28,0.24,0,4,0,0
23,17,1,1,0.5229071,0.056475831,1,0,0,0,0,0,1,0,0,0,0,3.130717988,0.235294118,0,0,3,0,0
31,25,1,0.705882353,0.5229071,0.05588049,1,0,0,0,1,0,1,0,0,0,0,3.89366069,0.28,0,0,3,0,0
20,13,1,1,0.5229071,0.065543429,1,0,0,0,0,0,1,0,0,0,0,2.87314068,0.307692308,0,0,3,0,1
34,26,1,0.636363636,0.5229071,0.05488117,1,0,0,0,0,0,1,1,0,0,0,3.796217603,0.346153846,0.076923077,0,2,0,0
58,40,0,0.567567568,0.0129268,0.05678491,1,0,0,0,1,0,2,1,0,0,0,4.018453958,0.4,0,0,3,0,0
27,20,1,1,0.5229071,0.055189568,1,0,0,0,0,0,1,0,0,0,0,3.521928095,0.25,0,0,3,0,1
28,21,1,1,0.5229071,0.052370866,1,0,0,0,0,0,1,0,0,0,0,3.689703732,0.19047619,0,0,4,0,1
35,26,1,0.772727273,0.5229071,0.044691613,1,0,0,0,1,0,1,1,0,0,0,4.056020968,0.269230769,0.230769231,0,4,0,0
23,16,0,1,5.19E-05,0.066053961,1,0,0,0,0,0,1,0,0,0,0,3.452819531,0.1875,0,0,3,0,1
20,13,1,1,0.0799628,0.073435293,1,0,0,0,0,0,1,0,0,0,0,3.026986833,0.153846154,0,0,3,0,1
23,16,1,1,0.5229071,0.057728509,1,0,0,0,0,0,1,0,0,0,0,3.452819531,0.1875,0,0,3,0,1
30,23,1,1,0.5229071,0.060192738,1,0,0,0,0,0,1,0,0,0,0,3.708132065,0.217391304,0,0,4,0,1
22,15,1,1,0.5229071,0.042700683,1,0,0,0,0,0,1,0,0,0,0,2.682588731,0.133333333,0,0,5,0,1
29,22,1,1,0.5229071,0.06070801,1,0,0,0,0,0,1,0,0,0,0,3.697845823,0.363636364,0,0,3,0,1
31,25,1,0.588235294,0.5229071,0.059319874,2,0,0,0,0,0,2,0,0,0,0,3.643074189,0.28,0,0,3,0,0
30,23,1,1,0.5229071,0.058819779,1,0,0,0,0,0,1,0,0,0,0,3.567040217,0.304347826,0,0,3,0,1
34,27,1,1,0.0799628,0.061731541,1,0,0,0,0,0,1,0,0,0,0,3.782122224,0.259259259,0,0,3,0,1
19,12,0,1,0.012178,0.046750777,1,0,0,0,0,0,1,0,0,0,0,3.022055209,0.166666667,0,0,3,0,1
24,18,1,1,0.5229071,0.068459654,1,0,1,0,0,0,1,0,0,0,0,3.308270835,0.277777778,0,0,3,0,0
22,16,1,1,0.0075051,0.038208667,1,0,0,0,0,0,1,0,0,0,0,3.25,0.1875,0,0,4,0,0
28,21,0,0.785714286,0.0020445,0.058832142,2,0,0,0,0,0,2,0,0,0,0,3.39138647,0.238095238,0,0,3,0,1
34,26,1,0.636363636,0.5229071,0.056603775,1,0,0,0,0,0,1,1,0,0,0,3.931208949,0.346153846,0.076923077,0,3,0,0
28,21,1,1,0.5229071,0.060865792,1,0,0,0,0,0,1,0,0,0,0,3.748994804,0.380952381,0,0,3,0,1
39,31,1,0.518518519,0.5229071,0.051976679,1,0,0,0,1,0,1,1,0,0,0,4.180002762,0.322580645,0.129032258,0,2,0,0
27,20,1,1,0.5229071,0.062967355,1,0,0,0,0,0,1,0,0,0,0,3.68418372,0.3,0,0,3,0,1
27,21,1,1,0.5229071,0.060364633,1,0,0,0,0,0,1,0,0,0,0,3.43993647,0.285714286,0,0,3,0,0
24,17,1,1,0.5229071,0.047478579,1,0,0,0,0,0,1,0,0,0,0,3.572469459,0.176470588,0.117647059,0,3,0,1
54,47,1,0.272727273,0.0059772,0.024732306,2,0,0,0,4,0,2,0,0,0,0,3.985469576,0.127659574,0.361702128,0,3,0,0
31,24,1,1,0.5229071,0.068498601,1,0,0,0,0,0,1,0,0,0,0,3.40726823,0.333333333,0,0,3,0,1
42,34,1,0.8,0.5229071,0.058539204,1,0,0,0,0,0,1,1,0,0,0,3.878068268,0.382352941,0,0,9,0,0
28,21,1,1,0.5229071,0.062477557,1,0,0,0,0,0,1,0,0,0,0,3.368042423,0.285714286,0,0,3,0,1
25,18,1,1,0.5229071,0.07746427,1,0,0,0,0,0,1,0,0,0,0,3.155221529,0.333333333,0,0,3,0,1
27,20,1,1,0.5229071,0.069095062,1,0,0,0,0,0,1,0,0,0,0,3.446439345,0.3,0,0,3,0,1
24,17,1,1,0.0799628,0.063455658,1,0,0,0,0,0,1,0,0,0,0,3.4548224,0.294117647,0,0,3,0,1
19,12,0,1,0.012178,0.062383737,1,0,0,0,0,0,1,0,0,0,0,2.688721876,0.333333333,0,0,3,0,1
32,25,1,1,0.0799628,0.054309246,1,0,0,0,0,0,1,0,0,0,0,3.57366069,0.28,0,0,4,0,1
27,20,1,1,0.5229071,0.048110902,1,0,0,0,0,0,1,0,0,0,0,3.78418372,0.25,0,0,4,0,1
