IsHTTPS,is_https,HasFavicon,has_favicon,Robots,is_responsive,domain_typo_indicators,has_robots_txt,has_description,form_complexity,external_resource_ratio,HasTitle,DomainTitleMatchScore,URLTitleMatchScore,label
1,1,0,0,0,1,0,0,1,2,0.603174603,1,100.0,100.0,1
1,1,0,0,1,1,0,1,1,2,0.61971831,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,2,0.090909091,1,100.0,100.0,1
1,1,0,0,1,1,0,1,1,0,0.108108108,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,2,0.153846154,1,100.0,100.0,1
1,1,1,1,1,1,0,1,1,3,0.473011364,1,100.0,100.0,1
1,1,0,0,0,0,0,0,0,1,1.0,1,0.0,0.0,0
0,0,0,0,0,1,0,0,0,2,0.0,1,0.0,0.0,0
1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,1.515151515,0
0,0,0,0,0,0,0,0,0,1,1.0,1,0.0,0.0,0
1,1,0,0,1,0,0,1,1,1,0.503496503,1,100.0,100.0,1
0,0,0,0,0,1,0,0,0,0,0.0,1,100.0,100.0,0
0,0,0,0,0,0,0,0,0,0,1.0,1,0.0,0.0,0
1,1,0,0,0,0,0,0,1,3,0.533333333,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,1,1,0,1,0,0,0,3,1.0,1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,0,0,1,1,0,1,1,2,0.243523316,1,100.0,100.0,1
1,1,0,0,0,1,0,0,1,1,0.276315789,1,100.0,100.0,1
1,1,0,0,1,1,0,1,1,0,1.0,1,0.0,0.0,1
1,1,1,1,0,1,0,0,0,1,0.8,1,0.0,0.0,0
1,1,1,1,1,1,0,1,1,1,0.287356322,1,0.0,0.0,1
1,1,0,0,0,1,0,0,0,0,0.0,0,0.0,0.0,0
0,0,0,0,0,1,0,0,0,0,0.230769231,1,100.0,100.0,0
1,1,0,0,0,1,0,0,1,1,0.086956522,1,100.0,100.0,1
1,1,1,1,1,1,0,1,1,2,0.503113325,1,100.0,100.0,1
1,1,0,0,0,0,0,0,0,0,0.5,1,0.0,100.0,0
1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,0,0,1,1,0,1,1,2,0.414728682,1,100.0,100.0,1
1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,1,1,1,1,0,1,0,1,0.901960784,1,0.0,0.0,1
0,0,0,0,0,0,0,0,0,0,0.0,1,100.0,100.0,0
1,1,0,0,0,1,0,0,0,0,0.333333333,1,100.0,100.0,0
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,0,0,0,0,0,0,0,0,1.0,1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
0,0,0,0,0,1,0,0,0,0,0.0,1,100.0,100.0,0
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,0,0,0,1,0,0,1,1,0.666666667,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,0
1,1,1,1,0,1,0,0,1,2,0.507389163,1,100.0,100.0,1
1,1,0,0,0,1,0,0,0,0,1.0,1,0.0,0.0,0
0,0,0,0,0,1,0,0,0,0,0.0,1,100.0,100.0,0
1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.980392157,0
1,1,0,0,0,0,0,0,0,0,1.0,1,0.0,0.0,0
1,1,0,0,0,0,0,0,0,0,1.0,1,0.0,0.0,0
1,1,0,0,1,0,0,1,1,0,1.0,1,100.0,100.0,1
1,1,1,1,1,1,0,1,1,2,1.0,1,100.0,100.0,1
1,1,0,0,1,1,0,1,1,2,0.50462963,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,3,0.101851852,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,1.351351351,0
0,0,0,0,0,0,0,0,0,0,0.0,1,100.0,100.0,0
1,1,0,0,0,1,0,0,0,0,0.787878788,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,1,0.095057034,1,0.0,0.0,1
1,1,1,1,1,1,0,1,1,2,0.538461538,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,1.0,1,100.0,100.0,0
1,1,1,1,0,1,0,0,1,2,0.257575758,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,1,0.136986301,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,1,1,1,1,0,1,0,3,0.536842105,1,0.0,0.0,1
0,0,0,0,0,1,0,0,0,0,0.5,0,0.0,0.0,0
1,1,1,1,0,1,0,0,1,0,0.340909091,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,0,0,1,1,0,1,1,1,0.290076336,1,100.0,100.0,1
1,1,1,1,1,1,0,1,1,2,0.421052632,1,100.0,100.0,1
1,1,0,0,1,1,0,1,1,2,0.267241379,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,1,100.0,100.0,0
1,1,0,0,0,1,0,0,0,1,0.0,1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0.0,1,100.0,100.0,0
1,1,1,1,1,1,0,1,1,2,1.0,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,2,0.43373494,1,0.0,0.0,1
1,1,1,1,0,0,0,0,1,0,0.533333333,1,100.0,100.0,1
1,1,0,0,1,1,0,1,1,0,0.244680851,1,0.0,0.0,1
0,0,0,0,0,1,0,0,0,0,0.5,1,0.0,0.0,0
1,1,1,1,1,1,0,1,1,0,0.484210526,1,100.0,100.0,1
1,1,0,0,1,1,0,1,0,2,0.558823529,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,0,0.37037037,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,0,0,0,1,0,0,0,1,0.0,1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1.818181818,0
1,1,1,1,0,1,0,0,0,2,0.12716763,1,0.0,0.0,1
0,0,1,1,0,0,0,0,0,0,0.0,1,0.0,0.0,0
1,1,0,0,1,1,0,1,0,0,0.0,1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0.0,1,100.0,100.0,0
1,1,0,0,0,1,0,0,0,0,1.0,1,0.0,0.0,0
1,1,1,1,0,1,0,0,1,3,0.420253165,1,0.0,0.0,1
1,1,0,0,0,0,0,0,0,2,0.50310559,1,100.0,100.0,1
1,1,0,0,0,0,0,0,0,0,1.0,1,0.0,0.0,0
1,1,1,1,1,1,0,1,1,1,0.514534884,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,0,0.577639752,1,100.0,100.0,1
1,1,0,0,1,1,0,1,1,1,0.5,1,100.0,100.0,1
1,1,1,1,0,1,0,0,0,1,0.501872659,1,100.0,100.0,1
1,1,0,0,0,0,0,0,0,2,0.614035088,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,2,0.964285714,1,100.0,100.0,1
1,1,1,1,0,0,0,0,1,2,0.505747126,1,100.0,100.0,1
1,1,0,0,0,1,0,0,0,2,0.0,1,0.0,0.0,0
1,1,0,0,1,1,0,1,1,2,0.945054945,1,90.0,90.0,1
1,1,1,1,0,1,0,0,1,0,0.545454545,1,0.0,0.0,1
1,1,0,0,0,1,0,0,0,2,1.0,1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0.0,0,3.125,3.125,0
1,1,0,0,0,1,0,0,1,2,0.227272727,1,0.0,0.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,1,1,0,1,0,0,1,1,0.151515152,1,100.0,100.0,1
1,1,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0
1,1,0,0,0,1,0,0,0,0,1.0,1,0.0,0.0,0
1,1,1,1,0,1,0,0,0,2,0.0,1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0.5,1,100.0,100.0,0
1,1,1,1,0,1,0,0,1,2,0.317073171,1,100.0,100.0,1
1,1,1,1,0,0,0,0,1,2,1.0,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,0,0,0,0,0,0,0,0,0.5,1,0.0,100.0,0
1,1,0,0,0,0,0,0,0,0,1.0,1,0.0,0.0,0
1,1,0,0,0,0,0,0,0,0,1.0,1,0.0,0.0,0
1,1,1,1,1,1,0,1,1,2,0.488372093,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,0,0.454545455,1,100.0,100.0,1
1,1,1,1,0,0,0,0,1,0,1.0,1,100.0,100.0,1
1,1,0,0,0,0,0,0,0,0,0.555555556,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,0,0,1,1,0,1,1,0,0.509090909,1,100.0,100.0,1
1,1,0,0,1,1,0,1,0,0,0.508379888,1,100.0,100.0,1
1,1,0,0,0,1,0,0,1,3,0.041916168,1,100.0,100.0,1
1,1,1,1,0,1,0,0,0,2,1.0,1,0.0,0.0,0
1,1,1,1,0,1,0,0,0,2,0.368932039,1,100.0,100.0,1
1,1,1,1,0,0,0,0,0,0,1.0,1,100.0,100.0,1
1,1,1,1,1,1,0,1,1,1,0.536363636,1,0.0,0.0,1
0,0,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0.0,1,100.0,100.0,0
1,1,0,0,1,1,0,1,1,2,0.574468085,1,100.0,100.0,1
1,1,1,1,0,1,0,0,0,1,0.217391304,1,0.0,0.0,1
1,1,1,1,1,1,0,1,1,2,0.528301887,1,100.0,100.0,1
0,0,0,0,0,1,0,0,0,0,0.0,1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0.0,1,100.0,100.0,0
1,1,1,1,1,1,0,1,1,0,1.0,1,100.0,100.0,1
1,1,0,0,0,1,0,0,1,0,0.538461538,1,0.0,0.0,1
1,1,0,0,0,1,0,0,0,2,0.53442029,1,0.0,0.0,1
1,1,1,1,0,0,0,0,0,0,0.132075472,1,0.0,0.0,1
0,0,0,0,0,1,0,0,0,1,1.0,1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,1,1,0,1,0,0,0,3,0.24137931,1,100.0,100.0,1
1,1,1,1,1,1,0,1,0,3,0.524324324,1,0.0,0.0,1
1,1,1,1,1,1,0,1,1,2,0.53125,1,100.0,100.0,1
1,1,0,0,0,0,0,0,0,0,0.0,1,0.0,100.0,0
1,1,0,0,0,0,0,0,1,1,0.0,1,0.0,0.0,0
1,1,0,0,0,1,0,0,1,1,0.167487685,1,100.0,100.0,1
1,1,0,0,1,1,0,1,1,2,0.563636364,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,1,0.562737643,1,100.0,100.0,1
1,1,0,0,0,0,0,0,0,0,1.0,1,0.0,0.0,0
1,1,0,0,0,1,0,0,0,0,0.5,1,0.0,96.875,0
1,1,0,0,0,1,0,0,1,2,0.224489796,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.5,1,100.0,100.0,0
1,1,0,0,0,1,0,0,0,2,0.561728395,1,0.0,0.0,1
1,1,0,0,0,1,0,0,1,0,0.553191489,1,100.0,100.0,1
1,1,0,0,0,0,0,0,0,0,0.5,1,0.0,91.66666667,0
1,1,0,0,0,1,0,0,0,1,0.544491525,1,0.0,0.0,1
1,1,0,0,0,1,0,0,0,3,0.181818182,1,0.0,0.0,0
1,1,1,1,0,1,0,0,1,2,0.549657534,1,0.0,0.0,1
1,1,0,0,0,1,0,0,1,0,0.555555556,1,0.0,0.0,1
1,1,0,0,1,1,0,1,0,0,0.0,1,0.0,0.0,0
1,1,0,0,0,1,0,0,0,2,0.38,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.5,0,0.0,0.0,0
1,1,0,0,0,1,0,0,0,1,1.0,1,0.0,100.0,0
1,1,0,0,0,0,0,0,0,0,1.0,1,0.0,0.0,0
1,1,0,0,0,0,0,0,0,2,0.477647059,1,0.0,0.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,12.5,12.5,0
0,0,0,0,1,1,0,1,0,0,0.0,1,100.0,100.0,0
1,1,0,0,0,1,0,0,0,2,0.55186722,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,2,0.541436464,1,0.0,0.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
0,0,0,0,0,1,0,0,1,1,1.0,1,0.0,0.0,0
1,1,1,1,1,1,0,1,1,2,0.559633028,1,100.0,100.0,1
1,1,0,0,1,0,0,1,1,0,0.533333333,1,0.0,0.0,1
1,1,0,0,1,1,0,1,1,2,0.101694915,1,100.0,100.0,1
1,1,0,0,0,0,0,0,0,0,1.0,1,0.0,0.0,0
1,1,1,1,1,1,0,1,1,2,0.522123894,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,1,0.264285714,1,100.0,100.0,1
1,1,0,0,1,1,0,1,1,0,0.245901639,1,100.0,100.0,1
1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,0,0,1,1,0,1,0,0,0.0,1,0.0,0.0,0
1,1,0,0,0,0,0,0,1,1,0.518907563,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,1,1,0,1,0,0,1,3,0.1484375,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,0
1,1,0,0,1,1,0,1,1,0,0.583815029,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,1,90.0,90.0,0
0,0,0,0,0,0,0,0,0,0,1.0,1,100.0,100.0,0
1,1,0,0,0,1,0,0,0,2,0.49833887,1,100.0,100.0,1
1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0.0,1,100.0,100.0,0
1,1,0,0,0,1,0,0,1,1,0.164556962,1,100.0,100.0,1
1,1,0,0,0,1,0,0,0,1,1.0,1,100.0,100.0,1
1,1,0,0,0,1,0,0,1,3,0.097949886,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,1,100.0,100.0,0
1,1,0,0,0,0,0,0,1,1,1.0,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,1,0.424657534,1,100.0,100.0,1
1,1,0,0,0,0,0,0,0,2,0.504854369,1,100.0,100.0,1
1,1,1,1,0,1,0,0,0,2,0.426666667,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0.0,0,2.777777778,2.127659574,0
1,1,1,1,0,1,0,0,1,1,0.391304348,1,100.0,100.0,1
1,1,1,1,0,0,0,0,1,0,0.954545455,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,1,1,0,1,0,0,1,0,0.494274809,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,1,1,0,1,0,0,1,0,0.15,1,100.0,100.0,1
1,1,1,1,1,1,0,1,1,2,0.666666667,1,100.0,100.0,1
1,1,1,1,1,1,0,1,1,1,0.48583878,1,0.0,0.0,1
1,1,0,0,0,0,0,0,0,2,0.509138381,1,100.0,100.0,1
1,1,0,0,0,1,0,0,0,0,0.882352941,1,100.0,100.0,1
1,1,0,0,0,1,0,0,1,1,0.5,1,100.0,100.0,1
1,1,1,1,0,1,0,0,0,1,0.505154639,1,100.0,100.0,1
1,1,0,0,1,1,0,1,1,0,0.727272727,1,0.0,0.0,1
1,1,1,1,1,1,0,1,1,2,0.465982028,1,0.0,0.0,1
1,1,0,0,0,1,0,0,0,0,1.0,1,0.0,0.0,0
1,1,1,1,0,1,0,0,1,1,0.380769231,1,0.0,0.0,1
0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0
1,1,0,0,1,1,0,1,1,2,0.523316062,1,100.0,100.0,1
1,1,1,1,0,1,0,0,0,0,0.611111111,1,100.0,100.0,1
1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,0,0,0,0,0,0,0,0,1.0,1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0.0,1,100.0,100.0,0
1,1,1,1,0,1,0,0,1,1,1.0,1,0.0,0.0,1
1,1,1,1,0,1,0,0,1,0,0.727272727,1,0.0,0.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,1,1,1,1,0,1,1,1,0.509164969,1,100.0,100.0,1
1,1,1,1,1,1,0,1,1,3,0.467665078,1,100.0,100.0,1
1,1,0,0,0,1,0,0,1,0,0.537313433,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,2,0.108108108,1,100.0,100.0,1
0,0,0,0,0,1,0,0,0,0,1.0,1,0.0,0.0,0
1,1,0,0,0,1,0,0,1,2,0.482142857,1,100.0,100.0,1
1,1,0,0,0,1,0,0,0,0,0.527027027,1,0.0,0.0,1
1,1,0,0,1,1,0,1,0,1,0.480851064,1,100.0,100.0,1
1,1,1,1,1,1,0,1,0,1,0.528,1,100.0,100.0,1
1,1,0,0,0,1,0,0,1,1,0.25,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.5,1,100.0,100.0,0
1,1,0,0,0,0,0,0,0,0,1.0,1,0.0,0.0,0
1,1,1,1,0,1,0,0,1,1,0.158878505,1,100.0,100.0,1
1,1,0,0,1,1,0,1,0,3,0.547945205,1,100.0,100.0,1
1,1,1,1,0,1,0,0,0,2,0.440993789,1,100.0,100.0,1
0,0,0,0,0,1,0,0,0,0,0.5,1,100.0,100.0,0
1,1,1,1,0,1,0,0,1,2,0.52866242,1,0.0,0.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,1,1,0,1,0,0,1,0,0.678571429,1,100.0,100.0,1
1,1,0,0,1,1,0,1,0,0,0.0,1,0.0,100.0,0
1,1,0,0,1,1,0,1,1,2,0.507352941,1,100.0,100.0,1
1,1,1,1,0,1,0,0,0,2,0.5,1,0.0,0.0,1
1,1,1,1,0,1,0,0,0,2,0.165876777,1,100.0,100.0,1
1,1,0,0,0,0,0,0,0,0,1.0,1,0.0,0.0,0
1,1,1,1,1,0,0,1,1,2,0.253807107,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,1.0,1,100.0,100.0,0
1,1,0,0,0,1,0,0,1,2,0.209302326,1,0.0,0.0,1
1,1,0,0,0,1,0,0,0,2,0.0,1,0.0,0.0,0
1,1,1,1,0,1,0,0,0,0,0.545299145,1,0.0,0.0,1
1,1,0,0,0,1,0,0,0,0,0.0,1,0.0,0.0,0
1,1,1,1,0,1,0,0,0,1,0.0,1,0.0,0.0,0
1,1,1,1,0,1,0,0,1,1,0.014851485,1,100.0,100.0,1
1,1,0,0,1,1,0,1,1,1,0.527472527,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,1,0.115384615,1,81.81818182,81.81818182,1
1,1,0,0,0,1,0,0,0,0,1.0,1,0.0,0.0,0
1,1,1,1,0,1,0,0,1,1,0.08045977,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,11.11111111,11.11111111,0
0,0,0,0,0,0,0,0,0,0,0.5,1,0.0,100.0,0
1,1,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,1,1,1,1,0,1,1,0,0.038167939,1,100.0,100.0,1
1,1,0,0,1,1,0,1,1,1,0.305084746,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,2,0.726666667,1,0.0,0.0,1
1,1,0,0,1,1,0,1,1,1,0.551912568,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,0,0.294117647,1,0.0,0.0,1
1,1,0,0,0,1,0,0,0,1,0.152542373,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,0,0,0,1,0,0,1,1,0.056603774,1,100.0,100.0,1
1,1,1,1,1,1,0,1,1,2,0.50617284,1,100.0,100.0,1
1,1,0,0,1,1,0,1,0,2,0.552845528,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,1,0.353846154,1,100.0,100.0,1
1,1,0,0,0,1,0,0,1,1,1.0,1,0.0,0.0,1
1,1,1,1,0,1,0,0,1,0,1.0,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,2,0.623529412,1,0.0,0.0,1
1,1,1,1,1,0,0,1,0,0,0.236111111,1,100.0,100.0,1
1,1,0,0,1,1,0,1,1,3,0.52,1,0.0,0.0,1
1,1,1,1,1,1,0,1,1,2,0.521235521,1,100.0,100.0,1
1,1,0,0,0,1,0,0,1,3,0.425925926,1,100.0,100.0,1
1,1,0,0,0,1,0,0,0,0,0.5,1,0.0,0.0,0
1,1,1,1,0,1,0,0,0,0,0.51754386,1,100.0,100.0,1
1,1,1,1,1,1,0,1,1,0,0.5,1,75.0,75.0,1
1,1,1,1,0,0,0,0,1,0,0.50955414,1,100.0,100.0,1
1,1,0,0,1,1,0,1,1,2,0.524017467,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
0,0,0,0,0,1,0,0,0,0,0.0,1,100.0,100.0,0
1,1,0,0,1,1,0,1,0,2,1.0,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.735294118,0
1,1,1,1,0,0,0,0,0,2,0.628571429,1,100.0,100.0,1
1,1,1,1,1,1,0,1,1,1,0.568848758,1,100.0,100.0,1
1,1,0,0,1,1,0,1,0,2,0.458715596,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,1,1,1,1,0,1,1,2,0.192307692,1,0.0,0.0,1
0,0,0,0,0,1,0,0,0,0,0.5,1,100.0,100.0,0
1,1,0,0,0,0,0,0,0,0,1.0,1,0.0,0.0,0
1,1,1,1,0,1,0,0,1,1,0.053333333,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,1,1,0,1,0,0,1,1,0.733333333,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.5,1,0.0,0.0,0
0,0,0,0,0,1,0,0,0,0,1.0,1,100.0,100.0,0
0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0
1,1,0,0,1,1,0,1,1,0,0.524137931,1,100.0,100.0,1
1,1,1,1,0,0,0,0,1,0,0.435897436,1,0.0,0.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,0,0,1,1,0,1,1,0,1.0,1,100.0,100.0,1
1,1,0,0,1,1,0,1,1,1,0.586206897,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,0,0.380952381,1,100.0,100.0,1
1,1,0,0,0,1,0,0,0,1,0.513888889,1,100.0,100.0,1
1,1,0,0,0,0,0,0,1,1,0.504424779,1,0.0,0.0,1
1,1,1,1,0,1,0,0,1,0,0.12,1,100.0,100.0,1
1,1,1,1,0,0,0,0,0,2,0.599487617,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,0,0,0,1,0,0,0,2,0.546875,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,1,0.094117647,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,1.0,1,0.0,0.0,0
1,1,1,1,1,0,0,1,0,1,0.517482517,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.5,1,0.0,0.0,0
1,1,0,0,0,1,0,0,1,1,0.75,1,0.0,0.0,1
0,0,0,0,0,1,0,0,0,0,0.5,1,100.0,100.0,0
1,1,0,0,0,0,0,0,0,2,0.525581395,1,100.0,100.0,1
0,0,0,0,0,1,0,0,0,1,0.0,1,0.0,0.0,0
1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,1,1,0,1,0,0,1,0,0.309090909,1,100.0,100.0,1
1,1,1,1,1,1,0,1,0,0,0.56557377,1,100.0,100.0,1
1,1,1,1,0,1,0,0,1,2,0.163636364,1,100.0,100.0,1
1,1,0,0,0,1,0,0,0,3,0.230769231,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,1,100.0,100.0,0
1,1,1,1,1,1,0,1,1,2,0.080882353,1,0.0,0.0,1
1,1,1,1,0,1,0,0,1,2,0.276595745,1,50.0,50.0,1
1,1,1,1,1,1,0,1,1,0,0.277108434,1,100.0,100.0,1
1,1,0,0,0,1,0,0,0,0,0.0,1,0.0,100.0,0
1,1,0,0,0,1,0,0,0,2,0.165217391,1,0.0,0.0,1
1,1,1,1,0,1,0,0,1,0,0.857142857,1,100.0,100.0,1
1,1,0,0,0,0,0,0,0,0,0.16,1,100.0,100.0,1
1,1,1,1,1,1,0,1,0,1,0.524193548,1,0.0,0.0,1
0,0,0,0,0,0,0,0,1,0,0.0,1,100.0,100.0,0
1,1,1,1,1,1,0,1,1,3,0.481400438,1,100.0,100.0,1
1,1,0,0,1,1,0,1,0,1,0.4765625,1,100.0,100.0,1
1,1,0,0,0,0,0,0,0,0,0.5,1,0.0,0.0,0
1,1,0,0,0,0,0,0,0,2,1.0,1,100.0,100.0,1
1,1,0,0,1,1,0,1,1,2,0.092307692,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.5,1,100.0,100.0,0
1,1,0,0,0,1,0,0,1,3,0.494154326,1,0.0,0.0,1
0,0,0,0,0,0,0,0,0,0,0.5,1,100.0,100.0,0
0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0
1,1,0,0,1,1,0,1,1,2,0.519685039,1,100.0,100.0,1
1,1,0,0,0,0,0,0,0,0,1.0,1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,0,0,1,1,0,1,1,1,0.089285714,1,0.0,0.0,1
1,1,0,0,0,1,0,0,1,2,0.411764706,1,100.0,100.0,1
0,0,0,0,0,0,0,0,0,0,0.0,1,100.0,100.0,0
1,1,0,0,0,0,0,0,0,0,1.0,1,0.0,0.0,0
0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,1,1,1,1,0,1,0,0,0.517045455,1,100.0,100.0,1
1,1,1,1,0,0,0,0,0,2,0.532338308,1,0.0,0.0,1
0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0
1,1,0,0,0,1,0,0,0,1,0.086956522,1,0.0,0.0,1
1,1,1,1,1,1,0,1,0,0,0.477707006,1,0.0,0.0,1
1,1,0,0,0,0,0,0,0,0,1.0,1,100.0,100.0,1
1,1,0,0,1,0,0,1,1,0,1.0,1,100.0,100.0,1
1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,0,0,0,0,0,0,0,2,0.477477477,1,0.0,0.0,1
1,1,0,0,1,0,0,1,1,1,0.5,1,100.0,100.0,1
1,1,0,0,1,1,0,1,1,0,0.25,1,0.0,0.0,0
1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0
1,1,1,1,0,1,0,0,1,0,0.985680191,1,0.0,0.0,1
1,1,0,0,0,0,0,0,0,0,0.0,1,100.0,100.0,0
0,0,0,0,0,0,0,0,0,0,0.0,1,100.0,100.0,0
