URLLength,DomainLength,TLD_known,CharContinuationRate,LetterRatioInURL,SpacialCharRatioInURL,NoOfSubDomain,IsHTTPS,HasObfuscation,ObfuscationRatio,url_has_ip,url_has_shortener,url_suspicious_tld,url_dash_count,url_underscore_count,url_subdomain_count,url_path_depth,url_query_length,domain_entropy,domain_vowel_ratio,domain_digit_ratio,domain_has_brand_words,domain_consecutive_consonants,domain_typo_indicators,title_has_suspicious_words,title_has_numbers,title_word_count,title_char_count,title_exclamation_count,title_question_count,has_robots_txt,has_description,is_https,has_favicon,is_responsive,url_has_secure_words,url_has_banking_words,form_complexity,external_resource_ratio,suspicious_score,label
55,23,1,0.14545454545454545,0.8181818181818182,0.01818181818181818,1,1,1,0.10909090909090909,0,0,0,4,0,1,1,0,3.675310868912364,0.17391304347826086,0.0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
144,14,1,0.0763888888888889,0.7083333333333334,0.027777777777777776,1,0,1,0.11805555555555555,0,0,0,3,0,3,7,77,3.378783493486176,0.35714285714285715,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
58,27,0,0.08620689655172414,0.5344827586206896,0.05172413793103448,2,0,1,0.1724137931034483,0,0,0,0,0,3,1,13,3.9023115759170297,0.2222222222222222,0.25925925925925924,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,27,1,0.1111111111111111,0.8333333333333334,0.027777777777777776,1,1,1,0.16666666666666666,0,0,0,0,0,1,1,0,3.578056483244308,0.25925925925925924,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43,10,1,0.06976744186046512,0.7674418604651163,0.023255813953488372,0,0,1,0.18604651162790697,0,0,0,0,0,0,4,0,3.321928094887362,0.3,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,19,1,0.09803921568627451,0.8431372549019608,0.0196078431372549,1,1,1,0.11764705882352941,0,0,0,2,0,1,1,0,3.326360407952693,0.2631578947368421,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34,17,1,0.11764705882352941,0.7941176470588235,0.029411764705882353,1,1,0,0.20588235294117646,0,0,0,0,0,2,1,0,3.3371753411230776,0.23529411764705882,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46,21,1,0.10869565217391304,0.8260869565217391,0.021739130434782608,1,0,1,0.15217391304347827,0,0,0,1,0,2,1,0,3.3680424225727155,0.3333333333333333,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,17,1,0.17073170731707318,0.8292682926829268,0.024390243902439025,1,1,1,0.14634146341463414,0,1,0,1,0,1,1,0,3.3371753411230776,0.35294117647058826,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85,38,1,0.03529411764705882,0.6,0.03529411764705882,5,0,1,0.18823529411764706,1,1,0,0,0,5,5,12,4.11583409216322,0.21052631578947367,0.2631578947368421,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,21,0,0.12121212121212122,0.7575757575757576,0.030303030303030304,2,1,1,0.24242424242424243,0,0,0,0,0,2,2,0,3.653756708287,0.2857142857142857,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,16,0,0.15151515151515152,0.7878787878787878,0.030303030303030304,1,1,0,0.21212121212121213,0,0,0,0,0,1,2,0,3.1556390622295662,0.125,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43,29,0,0.11627906976744186,0.46511627906976744,0.023255813953488372,3,0,1,0.20930232558139536,0,0,0,0,0,3,2,0,3.9783335811852645,0.13793103448275862,0.3448275862068966,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,26,1,0.10638297872340426,0.851063829787234,0.02127659574468085,1,1,1,0.14893617021276595,0,0,0,0,0,2,1,0,3.469670487371861,0.2692307692307692,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,16,0,0.03773584905660377,0.6981132075471698,0.018867924528301886,1,0,1,0.1509433962264151,0,0,0,1,0,2,2,0,3.875,0.125,0.4375,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,24,1,0.07407407407407407,0.8518518518518519,0.018518518518518517,1,1,1,0.12962962962962962,0,1,0,1,0,1,2,0,3.5739348962840563,0.3333333333333333,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67,32,1,0.05970149253731343,0.8805970149253731,0.014925373134328358,1,1,1,0.1044776119402985,0,0,0,1,0,2,1,0,3.7417292966721747,0.34375,0.0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,14,0,0.06382978723404255,0.5319148936170213,0.02127659574468085,2,0,1,0.23404255319148937,1,0,0,0,0,2,5,0,2.7534343861887853,0.0,0.7857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,11,0,0.12121212121212122,0.7878787878787878,0.030303030303030304,1,1,1,0.21212121212121213,0,0,0,0,0,2,1,0,2.845350936622437,0.09090909090909091,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65,20,1,0.06153846153846154,0.7692307692307693,0.015384615384615385,1,1,1,0.15384615384615385,0,0,0,1,0,1,5,0,3.4464393446710155,0.25,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
48,18,1,0.08333333333333333,0.8125,0.020833333333333332,1,1,1,0.1875,0,0,0,0,0,1,4,0,3.530493056757482,0.2222222222222222,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64,16,1,0.0625,0.703125,0.0625,0,1,1,0.171875,0,0,0,1,1,1,4,12,3.125,0.3125,0.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
30,7,0,0.06666666666666667,0.43333333333333335,0.03333333333333333,0,1,1,0.2,0,0,0,0,0,0,2,0,2.5216406363433186,0.42857142857142855,0.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
34,15,1,0.11764705882352941,0.7941176470588235,0.029411764705882353,1,0,0,0.20588235294117646,0,0,0,0,0,1,2,0,3.3232314287976203,0.2,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,22,0,0.11428571428571428,0.7714285714285715,0.02857142857142857,3,0,1,0.22857142857142856,0,0,0,0,0,3,1,0,3.3342094594480485,0.18181818181818182,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,10,1,0.1276595744680851,0.8297872340425532,0.02127659574468085,1,1,1,0.1702127659574468,0,0,0,0,0,1,3,0,1.9609640474436814,0.1,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44,18,1,0.09090909090909091,0.8181818181818182,0.022727272727272728,1,1,1,0.18181818181818182,0,0,0,0,0,2,2,0,3.1279868068776753,0.2777777777777778,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,14,1,0.0851063829787234,0.7872340425531915,0.02127659574468085,1,1,0,0.19148936170212766,0,0,0,1,0,2,3,0,3.039148671903071,0.14285714285714285,0.0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
56,14,1,0.07142857142857142,0.8214285714285714,0.03571428571428571,0,1,1,0.14285714285714285,0,0,0,0,1,0,4,0,3.2359263506290334,0.35714285714285715,0.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
61,22,1,0.3114754098360656,0.5901639344262295,0.01639344262295082,0,0,1,0.4098360655737705,0,0,0,0,0,18,3,0,3.6069367321753214,0.36363636363636365,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,14,1,0.1111111111111111,0.75,0.027777777777777776,1,1,1,0.19444444444444445,0,0,0,2,0,1,2,0,2.8962915290459277,0.21428571428571427,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,31,1,0.07692307692307693,0.7884615384615384,0.019230769230769232,1,1,1,0.1346153846153846,0,0,0,1,0,2,1,0,4.17146526179041,0.25806451612903225,0.0967741935483871,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
37,16,0,0.10810810810810811,0.8108108108108109,0.02702702702702703,1,1,1,0.1891891891891892,0,0,0,0,0,2,1,0,3.327819531114783,0.1875,0.0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55,22,0,0.07272727272727272,0.8363636363636363,0.01818181818181818,2,1,1,0.12727272727272726,0,0,0,2,0,2,1,0,3.413088436425757,0.3181818181818182,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,21,0,0.06382978723404255,0.8085106382978723,0.02127659574468085,2,0,1,0.19148936170212766,0,0,0,0,0,2,3,0,3.4273334938982645,0.3333333333333333,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,9,1,0.03278688524590164,0.7704918032786885,0.01639344262295082,0,1,1,0.08196721311475409,0,0,0,0,0,0,1,0,3.169925001442312,0.2222222222222222,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
44,21,1,0.045454545454545456,0.8409090909090909,0.022727272727272728,0,0,1,0.1590909090909091,0,0,0,0,0,0,3,0,3.332095398660169,0.38095238095238093,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,15,1,0.050505050505050504,0.7878787878787878,0.010101010101010102,1,1,1,0.10101010101010101,0,0,0,2,0,1,5,0,2.973557262275185,0.3333333333333333,0.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22,13,1,0.18181818181818182,0.7272727272727273,0.045454545454545456,1,1,0,0.2727272727272727,0,0,0,0,0,1,1,0,2.873140679513133,0.3076923076923077,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,24,1,0.15151515151515152,0.8181818181818182,0.030303030303030304,1,1,0,0.18181818181818182,0,0,0,0,0,1,1,0,3.8239348962840567,0.2916666666666667,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
96,34,1,0.020833333333333332,0.71875,0.03125,1,0,1,0.09375,0,0,0,1,0,2,1,41,4.0796786498829745,0.2647058823529412,0.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,21,1,0.06097560975609756,0.8292682926829268,0.012195121951219513,1,1,1,0.15853658536585366,0,0,0,1,0,2,7,0,3.689703732199547,0.3333333333333333,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39,22,0,0.1282051282051282,0.7948717948717948,0.02564102564102564,2,1,1,0.20512820512820512,0,0,0,0,0,2,2,0,3.5383105956150054,0.2727272727272727,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36,28,0,0.05555555555555555,0.7777777777777778,0.027777777777777776,2,0,1,0.19444444444444445,0,0,0,1,0,2,1,0,3.628085278891394,0.35714285714285715,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,26,1,0.11627906976744186,0.8372093023255814,0.023255813953488372,1,1,1,0.16279069767441862,0,0,0,0,0,1,2,0,3.6612262562697886,0.2692307692307692,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,33,1,0.047619047619047616,0.8571428571428571,0.023809523809523808,1,1,0,0.14285714285714285,0,1,0,0,0,1,1,0,3.361794500106016,0.3333333333333333,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23,4,1,0.08695652173913043,0.782608695652174,0.043478260869565216,0,1,0,0.21739130434782608,0,1,0,0,0,0,1,0,2.0,0.25,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
41,18,1,0.04878048780487805,0.8292682926829268,0.024390243902439025,0,1,1,0.17073170731707318,0,0,0,0,0,0,3,0,3.8365916681089787,0.3333333333333333,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23,14,0,0.17391304347826086,0.7391304347826086,0.043478260869565216,1,1,1,0.2608695652173913,0,0,0,0,0,1,1,0,3.182005814760214,0.2857142857142857,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,14,1,0.07317073170731707,0.5365853658536586,0.07317073170731707,0,1,1,0.17073170731707318,0,0,0,1,0,0,1,12,3.6644977792004623,0.2857142857142857,0.14285714285714285,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25,16,1,0.16,0.76,0.04,1,1,1,0.24,0,0,0,0,0,1,1,0,3.327819531114783,0.25,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
96,34,1,0.03125,0.71875,0.03125,1,0,1,0.09375,0,0,0,1,0,2,1,41,4.160704752887782,0.2647058823529412,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159,14,1,0.031446540880503145,0.610062893081761,0.006289308176100629,0,0,1,0.08176100628930817,0,0,0,0,0,1,8,0,3.521640636343319,0.35714285714285715,0.14285714285714285,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
43,23,1,0.09302325581395349,0.8372093023255814,0.023255813953488372,1,1,1,0.16279069767441862,0,0,0,0,0,2,1,0,3.7622673906514947,0.2608695652173913,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,18,1,0.14814814814814814,0.7777777777777778,0.037037037037037035,1,1,1,0.2222222222222222,0,0,0,0,0,1,1,0,3.239097917988786,0.2777777777777778,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,18,1,0.0784313725490196,0.8431372549019608,0.0196078431372549,1,1,0,0.1568627450980392,0,0,0,0,0,1,3,0,3.239097917988786,0.2777777777777778,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,16,1,0.1,0.85,0.025,0,0,1,0.125,0,0,0,1,0,0,1,0,3.327819531114783,0.3125,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,59,1,0.05970149253731343,0.7313432835820896,0.014925373134328358,3,0,1,0.11940298507462686,0,1,0,2,0,3,1,0,4.64502355768974,0.1864406779661017,0.13559322033898305,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,19,1,0.045454545454545456,0.803030303030303,0.06060606060606061,0,1,0,0.19696969696969696,0,0,0,0,0,3,3,26,3.4058222502856896,0.42105263157894735,0.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
31,10,1,0.12903225806451613,0.7096774193548387,0.03225806451612903,1,1,1,0.22580645161290322,0,0,0,2,0,1,2,0,2.6464393446710153,0.2,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,14,0,0.17391304347826086,0.7391304347826086,0.043478260869565216,1,1,0,0.2608695652173913,0,0,0,0,0,1,1,0,2.7534343861887853,0.2857142857142857,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,18,0,0.125,0.78125,0.03125,1,1,1,0.21875,0,0,0,0,0,1,2,0,3.6835423624332306,0.2777777777777778,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55,13,0,0.10909090909090909,0.36363636363636365,0.01818181818181818,2,1,1,0.14545454545454545,1,0,0,0,0,2,2,0,2.6612262562697895,0.0,0.7692307692307693,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
43,18,1,0.09302325581395349,0.813953488372093,0.023255813953488372,1,1,1,0.18604651162790697,0,0,0,0,0,1,3,0,3.5304930567574826,0.2777777777777778,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59,34,1,0.1864406779661017,0.7288135593220338,0.01694915254237288,1,1,1,0.2542372881355932,0,0,0,1,0,9,2,0,4.0796786498829745,0.4117647058823529,0.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
75,28,0,0.05333333333333334,0.5733333333333334,0.02666666666666667,2,1,1,0.13333333333333333,0,0,0,1,0,3,2,0,3.5836169753972325,0.35714285714285715,0.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
178,27,1,0.0449438202247191,0.8146067415730337,0.08426966292134831,1,0,1,0.1404494382022472,0,0,0,4,0,2,5,122,3.736006946447657,0.2962962962962963,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,25,1,0.10810810810810811,0.8378378378378378,0.02702702702702703,1,1,1,0.16216216216216217,0,0,0,0,0,1,1,0,3.723074189428569,0.24,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65,21,1,0.07692307692307693,0.8461538461538461,0.015384615384615385,1,1,1,0.1076923076923077,0,0,0,3,0,2,1,0,3.5944656369614516,0.23809523809523808,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
38,12,1,0.10526315789473684,0.7894736842105263,0.02631578947368421,1,1,1,0.21052631578947367,0,0,0,0,0,1,3,0,2.751629167387823,0.25,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
138,91,0,0.043478260869565216,0.7608695652173914,0.007246376811594203,2,1,1,0.08695652173913043,0,0,0,7,0,3,5,0,4.621084920729345,0.25274725274725274,0.12087912087912088,1,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
70,32,1,0.05714285714285714,0.7857142857142857,0.014285714285714285,1,1,1,0.12857142857142856,0,1,0,0,0,2,3,0,3.8514097655573916,0.375,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
43,23,1,0.09302325581395349,0.8604651162790697,0.023255813953488372,1,1,1,0.13953488372093023,0,0,0,0,0,1,1,0,3.4357554339416274,0.30434782608695654,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,13,1,0.1724137931034483,0.7931034482758621,0.034482758620689655,1,1,1,0.20689655172413793,0,0,0,0,0,1,1,0,3.0269868333592873,0.07692307692307693,0.0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98,24,1,0.061224489795918366,0.7040816326530612,0.030612244897959183,2,1,1,0.15306122448979592,0,1,0,0,0,7,2,0,3.454986855772667,0.375,0.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
40,17,1,0.125,0.775,0.05,1,1,1,0.175,0,0,0,1,1,2,1,0,3.1307179879273748,0.23529411764705882,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
132,13,0,0.03787878787878788,0.8106060606060606,0.007575757575757576,1,1,1,0.05303030303030303,0,0,0,18,0,1,2,0,3.0269868333592873,0.23076923076923078,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,23,1,0.125,0.8125,0.03125,1,1,1,0.1875,0,1,0,0,0,1,1,0,3.7622673906514947,0.2608695652173913,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34,19,0,0.08823529411764706,0.7941176470588235,0.029411764705882353,1,0,1,0.20588235294117646,0,0,0,0,0,1,2,0,3.40582225028569,0.3684210526315789,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,12,1,0.12903225806451613,0.7741935483870968,0.03225806451612903,1,1,1,0.22580645161290322,0,1,0,0,0,1,2,0,2.8553885422075336,0.25,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43,27,1,0.09302325581395349,0.8372093023255814,0.023255813953488372,2,1,1,0.16279069767441862,0,0,0,0,0,2,1,0,3.6800893536948074,0.3333333333333333,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35,14,1,0.14285714285714285,0.8,0.02857142857142857,1,1,0,0.2,0,0,0,0,0,2,1,0,2.8962915290459286,0.07142857142857142,0.0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37,14,0,0.05405405405405406,0.4864864864864865,0.02702702702702703,2,0,1,0.21621621621621623,1,0,0,0,0,2,2,0,2.5027361715940035,0.0,0.7857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
48,14,0,0.1875,0.8333333333333334,0.020833333333333332,1,1,1,0.14583333333333334,0,0,0,1,0,2,1,0,2.8423709931771093,0.2857142857142857,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59,21,0,0.1016949152542373,0.559322033898305,0.01694915254237288,1,0,1,0.1016949152542373,0,0,0,0,0,1,1,0,3.820888851350188,0.23809523809523808,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
44,16,1,0.06818181818181818,0.7954545454545454,0.022727272727272728,1,1,0,0.18181818181818182,0,0,0,1,0,1,3,0,3.202819531114783,0.375,0.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
41,23,0,0.12195121951219512,0.8292682926829268,0.024390243902439025,1,1,1,0.17073170731707318,0,0,0,0,0,1,2,0,3.6211755429194716,0.2608695652173913,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
69,13,1,0.07246376811594203,0.782608695652174,0.014492753623188406,1,1,1,0.13043478260869565,0,0,0,2,0,1,4,0,3.0269868333592873,0.23076923076923078,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,9,0,0.125,0.8125,0.03125,0,1,1,0.1875,0,0,0,0,0,1,1,0,2.9477027792200903,0.3333333333333333,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
96,34,1,0.052083333333333336,0.6770833333333334,0.03125,1,0,1,0.09375,0,0,0,1,0,2,1,41,3.9146892241642446,0.3235294117647059,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,13,0,0.09433962264150944,0.8113207547169812,0.018867924528301886,1,1,1,0.18867924528301888,0,0,0,0,0,2,4,0,3.0269868333592873,0.23076923076923078,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,35,1,0.03773584905660377,0.8301886792452831,0.018867924528301886,1,1,1,0.1320754716981132,0,0,0,2,0,2,1,0,4.125871146123144,0.3142857142857143,0.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
37,12,1,0.1891891891891892,0.4864864864864865,0.02702702702702703,1,1,1,0.1891891891891892,0,0,0,0,0,1,2,0,3.0220552088742,0.25,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,11,0,0.10344827586206896,0.7931034482758621,0.034482758620689655,0,1,1,0.20689655172413793,0,0,0,0,0,0,2,0,3.277613436819116,0.2727272727272727,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
32,23,1,0.125,0.8125,0.03125,1,1,0,0.1875,0,0,0,0,0,1,1,0,3.2946635862096043,0.2608695652173913,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78,28,0,0.0641025641025641,0.6025641025641025,0.02564102564102564,2,1,1,0.11538461538461539,0,0,0,1,0,2,2,0,3.5836169753972325,0.35714285714285715,0.0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
65,26,1,0.07692307692307693,0.8461538461538461,0.015384615384615385,1,1,1,0.15384615384615385,0,0,0,0,0,2,4,0,3.8731406795131322,0.3076923076923077,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
61,35,1,0.06557377049180328,0.7868852459016393,0.01639344262295082,3,1,1,0.19672131147540983,0,0,0,1,0,5,3,0,3.8430101595548547,0.3142857142857143,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
52,20,0,0.038461538461538464,0.7884615384615384,0.019230769230769232,2,0,1,0.17307692307692307,0,0,0,2,0,2,3,0,3.2841837197791888,0.4,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,15,0,0.08695652173913043,0.8043478260869565,0.021739130434782608,1,1,0,0.17391304347826086,0,0,0,1,0,1,3,0,3.0565647621309537,0.2,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,24,1,0.09615384615384616,0.7692307692307693,0.057692307692307696,1,1,1,0.1346153846153846,0,0,0,0,2,2,1,0,3.9387218755408675,0.2916666666666667,0.125,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26,17,1,0.15384615384615385,0.7692307692307693,0.038461538461538464,1,1,0,0.23076923076923078,0,0,0,0,0,1,1,0,3.381580488309164,0.23529411764705882,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
104,40,1,0.038461538461538464,0.6153846153846154,0.028846153846153848,1,1,1,0.08653846153846154,0,0,0,2,0,2,1,42,4.246439344671015,0.25,0.25,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
27,10,1,0.14814814814814814,0.7037037037037037,0.037037037037037035,1,1,1,0.25925925925925924,0,0,0,1,0,1,2,0,2.6464393446710153,0.2,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
79,14,0,0.0759493670886076,0.8354430379746836,0.012658227848101266,1,1,1,0.08860759493670886,0,0,0,6,0,1,2,0,2.9852281360342525,0.2857142857142857,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63,32,1,0.12698412698412698,0.873015873015873,0.015873015873015872,1,1,1,0.1111111111111111,0,0,0,1,0,2,1,0,3.792837797403416,0.25,0.0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57,21,1,0.03508771929824561,0.8245614035087719,0.017543859649122806,0,0,1,0.14035087719298245,0,0,0,0,0,0,4,0,3.403989446485261,0.3333333333333333,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,24,1,0.10638297872340426,0.7872340425531915,0.02127659574468085,2,1,0,0.1702127659574468,0,0,0,2,0,2,2,0,3.459147917027245,0.2916666666666667,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63,45,1,0.07936507936507936,0.8253968253968254,0.015873015873015872,1,1,1,0.1111111111111111,0,0,0,4,0,2,1,0,4.143607886039517,0.28888888888888886,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
100,13,1,0.04,0.84,0.01,1,0,1,0.07,0,0,0,9,0,1,2,0,3.0269868333592873,0.3076923076923077,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,15,0,0.10526315789473684,0.7631578947368421,0.02631578947368421,2,1,1,0.23684210526315788,0,0,0,0,0,2,3,0,3.2729055953200556,0.13333333333333333,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
